supermercado,provincia,localidad,direccion,latitude,longitude
VEA,Río Negro,General Roca,Gdor. Viterbori y Ruta 22,-39.0268342,-67.5754674
VEA,Río Negro,General Roca,Avenida San Juan 2210,-39.0210619,-67.5862429
VEA,Mendoza,Godoy Cruz,Paso de Los Andes 850,-32.9166836,-68.859541
VEA,Mendoza,Godoy Cruz,Perito Moreno 1481,-32.9413328,-68.8485253
VEA,Corrientes,Goya,Manuel Belgrano 799,-29.1419432,-59.2652945
VEA,Buenos Aires,General Alvear,Av. Libertador San Martín 229,-34.3857004,-62.2199013
VEA,Buenos Aires,Gral. Pacheco,Ruta 197,-34.4778901,-58.6700111
VEA,Entre Ríos,Gualeguaychú,San Martín 100,-33.0204066,-58.4782347
VEA,Mendoza,Guaymallén,Ignacio Molina 325,-32.9051861,-68.803799
VEA,Mendoza,Guaymallén,Godoy Cruz 3825,-32.8945501,-68.7888315
VEA,Mendoza,Guaymallén,Godoy Cruz 1105,-32.8895527,-68.8179168
VEA,Buenos Aires,Hurlingham,Avenida Gobernador Vergara 3275,-34.5933423,-58.6378405
VEA,Tucumán,Juan Bautista Alberdi,Rivadavia 740,-27.5841222,-65.6133634
VEA,Jujuy,Jujuy,General Güemes 955,-24.1830432,-65.3064176
VEA,Jujuy,Jujuy,Av. El Éxodo 423,-24.1966126,-65.2937914
VEA,Jujuy,Jujuy,Av. Dr. Joaquín Carrillo (esq. Vidal),-24.2215739,-64.835172
VEA,Buenos Aires,Junín,Ataliva Roca 35,-34.5947196,-60.9479912
VEA,Buenos Aires,Junín,Ituzaingó 43,-34.5830634,-60.9542374
VEA,Santiago del Estero,La Banda,25 de Mayo 531,-27.7205337,-64.2514856
VEA,Buenos Aires,La Plata,Calle 47 y Calle 11,-34.9206797,-57.9537638
VEA,Buenos Aires,La Plata,Calle 45 377,-34.9073607,-57.9495927
VEA,Buenos Aires,La Plata,Av. 13 1950,-34.9364642,-57.9341572
VEA,Buenos Aires,La Plata,Av. 19 150,-34.9143146,-57.9776403
VEA,Buenos Aires,La Plata,Calle 525 1316,-34.8958333,-57.9781275
VEA,La Rioja,La Rioja,"Av Laprida, Artigas y F5300",-31.5354035,-68.5214883
VEA,Buenos Aires,Lanús,Av. Hipólito Yrigoyen 4174,-34.7032254,-58.391696
VEA,Buenos Aires,Lanús,Av. Hipólito Yrigoyen 3043,-34.6908567,-58.3901473
VEA,Mendoza,Las Heras,San Miguel 1650,-32.8234583,-68.8343507
VEA,Mendoza,Las Heras,Independencia y Chacabuco,-32.8503256,-68.8406272
VEA,Mendoza,Las Heras,Lisandro Moyano 302,-32.8629531,-68.8220343
VEA,Buenos Aires,Luján,25 de Mayo 260,-34.6036205,-59.1749532
VEA,Mendoza,Luján de Cuyo,San Martín 880,-33.0327064,-68.8777118
VEA,Mendoza,Maipú,Vásquez Padre 328,-32.9846171,-68.7882043
VEA,Mendoza,Malargüe,Av. Gral. Roca 404,-35.4683806,-69.5847324
VEA,Buenos Aires,Mar del Plata,Av. Pedro Luro 3901,-37.9918057,-57.559437
VEA,Buenos Aires,Mar del Plata,Avenida Independencia 3705,-38.0123974,-57.5661328
VEA,Buenos Aires,Mar del Plata,Edison 1118,-38.0465294,-57.5540422
VEA,Mendoza,Mendoza,Patricias Mendocinas 1730,-32.8828518,-68.8414374
VEA,Mendoza,Mendoza,Paso de Los Andes 82,-32.8997951,-68.8600444
VEA,Mendoza,Mendoza,Santiago del Estero 25,-32.870597,-68.8337704
VEA,Mendoza,Mendoza,Jorge A. Calle 897,-32.9091512,-68.7517598
VEA,Buenos Aires,Mercedes,Calle 29 399,-34.6531466,-59.4330658
VEA,Buenos Aires,Merlo,Suipacha 645,-34.6691204,-58.7353847
VEA,Buenos Aires,Merlo,Av. Del Libertador 28,-34.6726261,-58.7241163
VEA,Buenos Aires,Miramar,Calle 36 109,-38.2596512,-57.8350283
VEA,Buenos Aires,Monte Grande,Blvd. Buenos Aires 1136,-34.8129384,-58.4538118
VEA,Buenos Aires,Moreno,Avenida Del Libertador 552,-34.6434928,-58.7891963
VEA,Buenos Aires,Morón,Avenida Rivadavia 17552,-34.6487994,-58.6116287
VEA,Buenos Aires,Necochea,Av. 59 1660,-38.5611619,-58.729671
VEA,Neuquén,Neuquén Capital,Manuel Láinez 115,-34.6158985,-58.4463504
VEA,Entre Ríos,Paraná,Av. Almafuerte 1670,-31.7552191,-60.4974885
VEA,Corrientes,Paso de los Libres,Bartolomé Mitre 1300,-29.7152396,-57.0887909
VEA,Buenos Aires,Pergamino,Merced 1183,-33.8989925,-60.5771057
VEA,Chubut,Puerto Madryn,Belgrano 371,-42.7683017,-65.0379067
VEA,CABA,Recoleta,Larrea 833,-34.5986229,-58.4022901
VEA,Chaco,Resistencia,Av. Alverdi 528,-27.6048829,-59.1932003
VEA,Córdoba,Río Cuarto,Av. Marcelo T. de Alvear 350,-33.1100104,-64.3412233
VEA,Córdoba,Río Cuarto,Granaderos 200,-33.1170684,-64.3465464
VEA,Córdoba,Río Cuarto,Av. Amadeo Sabattini 2176,-33.1383332,-64.3545374
VEA,Córdoba,Río Tercero,Acuña 50,-32.1653414,-64.1192337
VEA,Mendoza,Rivadavia,Lavalle 942,-33.1912281,-68.4640785
VEA,Mendoza,Rodeo de la Cruz,Bandera de Los Andes 10008,-32.9140067,-68.7579106
VEA,Santa Fe,Rosario,Córdoba 954,-32.9468508,-60.6360182
VEA,Buenos Aires,Saladillo,Sojo 9244,-35.6396198,-59.7747516
VEA,Salta,Salta,La Florida 50,-25.0128189,-65.5594614
VEA,Salta,Salta,Ituzaingó 374,-24.794196,-65.4142422
VEA,Salta,Salta,Bartolomé Mitre 459,-24.7842056,-65.4106754
VEA,Salta,Salta,Esteco 680,-24.7993301,-65.4171091
VEA,Salta,Salta,Av. Sarmiento y O'Higgins,-24.7892946,-65.4103194
VEA,Buenos Aires,San Antonio de Padua,Avenida Presidente Juan Domingo Perón 23770,-34.665959,-58.696767
VEA,Buenos Aires,San Clemente del Tuyú,Calle 3 2189,-36.3586749,-56.716947
VEA,Córdoba,San Francisco,Avenida 25 de Mayo 2127,-31.4249815,-62.0840299
VEA,San Juan,San Juan,25 de Mayo y Jujuy,-24.3897911,-65.1280972
VEA,San Juan,San Juan,General Acha 130,-31.5357591,-68.5243742
VEA,San Juan,San Juan,Salta 1048,-31.5221096,-68.5370297
VEA,San Juan,San Juan,José Ignacio De La Roza 1986,-31.5621219,-68.5228859
VEA,San Luis,San Luis,San Martín 1162,-33.2967405,-66.3385663
VEA,San Luis,San Luis,Av. Juan Gilberto Funes 425,-33.2995048,-66.3091951
VEA,San Luis,San Luis,Avenida Centenario y Riobamba,-33.3020736,-66.3369577
VEA,Mendoza,San Martín,9 de Julio 100,-33.0817709,-68.4722984
VEA,Mendoza,San Martín,Tropero Sosa y Alem,-33.0803973,-68.4705288
VEA,Mendoza,San Martín,Perrupato 356,-33.0858075,-68.4803276
VEA,Buenos Aires,San Pedro,Balcarce y Ituzaingó,-33.6760716,-59.6629342
VEA,Mendoza,San Rafael,Av. Presidente Yrigoyen 875,-34.6126025,-68.330514
VEA,Mendoza,San Rafael,Av. El Libertador 755,-34.6243874,-68.3338327
VEA,Mendoza,San Rafael,Av. Mitre y Patricias Mendocinas,-34.6126025,-68.330514
VEA,Santiago del Estero,Santiago del Estero,Av. Belgrano Sur N° 433/459,-27.7877148,-64.2595062
VEA,Santiago del Estero,Santiago del Estero,Av. Rivadavia esq. Ejército Argentino S/N,-27.7877148,-64.2595062
VEA,Santiago del Estero,Santiago del Estero,25 de Mayo y Chacabuco 4300,-27.7877148,-64.2595062
VEA,Tucumán,Tafí Viejo,Av. Leandro N. Alem 618,-26.7299239,-65.2612165
VEA,Buenos Aires,Tandil,Alem 447,-37.3271291,-59.1325642
VEA,Buenos Aires,Tapiales,Av. Vélez Sársfield 576,-34.6989737,-58.5077841
VEA,Chubut,Trelew,Ruta 7 y Av. Perón,-43.2531242,-65.3094407
VEA,Buenos Aires,Tres Arroyos,Calle 1810 124,-38.3999605,-60.2690588
VEA,Tucumán,Tucumán,Pcia. De Córdoba 649,-26.8303703,-65.2038133
VEA,Tucumán,Tucumán,Av. Brígido Terán 250,-26.8362994,-65.1939218
VEA,Tucumán,Tucumán,Av. Sarmiento 750,-26.8185298,-65.2055279
VEA,Tucumán,Tucumán,Av. Gral. Roca 759,-26.8303703,-65.2038133
VEA,Tucumán,Tucumán,Av. Alem 618,-26.8367289,-65.2204044
VEA,Tucumán,Tucumán,Av. Gdor. Del Campo 1150,-26.8303703,-65.2038133
VEA,Tucumán,Tucumán,Av. Colón 650,-26.8343856,-65.2351492
VEA,Tucumán,Tucumán,Av. Mate de Luna 2850,-26.8235232,-65.2408051
VEA,Tucumán,Tucumán,Av. Francisco de Aguirre 2300,-26.7964449,-65.1886392
VEA,Tucumán,Tucumán,Av. Manuel Belgrano y Av. América,-26.8303703,-65.2038133
VEA,Mendoza,Tunuyán,San Martín 1211,-33.5636098,-69.0169377
VEA,San Juan,Villa Krause,Blvd. Sarmiento Oeste 420,-31.5818952,-68.5422067
VEA,San Juan,Villa Krause,República Del Líbano 297,-31.5686633,-68.5239414
VEA,Córdoba,Villa María,Boulevard Vélez Sársfield 411,-32.4087982,-63.2565613
VEA,San Luis,Villa Mercedes,Av. Mitre 667,-33.68082,-65.4630809
VEA,Tucumán,Yerba Buena,Av. Aconquija 1799,-26.8128711,-65.295444
Disco,Buenos Aires,Almirante Brown,Amenábar 302,-34.5796344,-60.9677445
Disco,Buenos Aires,Mar del Plata,Alberti 2535,-38.0068523,-57.5520714
Disco,Capital Federal,CABA,Bulnes 2117,-34.5869718,-58.4106802
Disco,Capital Federal,CABA,Arcos Ing. Antonio 1914,-34.6095579,-58.3887904
Disco,Buenos Aires,Mar del Plata,Avenida Constitución 6069,-37.9606419,-57.5646951
Disco,Capital Federal,CABA,Avenida Santa Fe 3047,-34.5903358,-58.4083441
Disco,Buenos Aires,Banfield,Juan Hipólito Vieytes 1046,-34.7388914,-58.409436
Disco,Buenos Aires,Bella Vista,Avenida Senador Morón 960,-34.5603054,-58.6794448
Disco,Buenos Aires,Canning,Av. Pedro Dreyer y Ruta 52 S/N,-34.5990344,-58.4396927
Disco,Buenos Aires,Castelar,Gobernador Inocencio Arias 3247,-34.6489113,-58.6540753
Disco,Buenos Aires,City Bell,Camino Gral. Manuel Belgrano 167,-34.8657439,-58.0420871
Disco,Capital Federal,CABA,Cuba 1714,-34.5645364,-58.451894
Disco,Capital Federal,CABA,Elcano 3174,-34.5731741,-58.4588774
Disco,Capital Federal,CABA,Esmeralda 1365,-34.5920324,-58.3779306
Disco,Buenos Aires,Villa Gesell,Avenida 3 1081,-37.263862,-56.9739342
Disco,Buenos Aires,Villa Gesell,Boulevard y 112 S/N,-37.2556627,-56.9679411
Disco,Capital Federal,CABA,José Benjamin Gorostiaga 1636,-34.5889215,-58.3931943
Disco,Buenos Aires,Mar del Plata,Juan B. Justo 2367,-38.0241344,-57.563522
Disco,Buenos Aires,San Isidro,Blanco Encalada 2509,-34.4921108,-58.5542678
Disco,Buenos Aires,La Plata,Calle 30 y Calle 47 777,-34.914336,-57.9535192
Disco,Buenos Aires,La Plata,Diagonal 79 962,-34.9157954,-57.9429942
Disco,Capital Federal,CABA,Avenida Gral. Juan Gregorio de Las Heras 3925,-34.6095579,-58.3887904
Disco,Buenos Aires,Lomas de Zamora,Meeks 256,-34.763977,-58.3980248
Disco,Buenos Aires,Morón,Intendente García Silva 855,-34.6535634,-58.6207825
Disco,Capital Federal,CABA,Peña 3050,-34.5861441,-58.4054405
Disco,Buenos Aires,Pinamar,Rivadavia y Torroras S/N,-37.1099492,-56.8539007
Disco,Capital Federal,CABA,Avenida Pres. Manuel Quintana 366,-34.6095579,-58.3887904
Disco,Buenos Aires,Ramos Mejía,Avenida Rivadavia 14452,-34.6419202,-58.5709194
Disco,Buenos Aires,Mar del Plata,Guillermo Rawson 1199,-37.9976168,-57.5482079
Disco,Capital Federal,CABA,Nicolás Rodríguez Peña 1430,-34.5873869,-58.3921589
Disco,Capital Federal,CABA,Avenida Jerónimo Salguero 2727,-34.5871518,-58.4132606
Disco,Buenos Aires,San Bernardo del Tuyú,Santiago del Estero 2690,-36.6880933,-56.6835544
Disco,Buenos Aires,San Isidro,Avenida Centenario 388,-34.4713777,-58.5157255
Disco,Buenos Aires,Mar del Plata,San Luis 2034,-38.0016803,-57.5499259
Disco,Capital Federal,CABA,Talcahuano 1055,-34.5992072,-58.3854679
Disco,Buenos Aires,Tortuguitas,Av. Patricias Argentinas 851,-34.4705116,-58.7587082
Disco,Buenos Aires,Vicente López,Avenida Maipú 1819,-34.5202075,-58.4847813
Disco,Capital Federal,CABA,Avenida Directorio 1251,-34.629558,-58.4454406
Disco,Capital Federal,CABA,Avenida Bernardino Rivadavia 4905,-34.6095579,-58.3887904
Disco,Capital Federal,CABA,Avenida Francisco Beiró 3560,-34.6006266,-58.5026064
Disco,Capital Federal,CABA,Camacuá 55,-34.6283284,-58.4587395
Disco,Capital Federal,CABA,Esteban Agustín Gascón 649,-34.5911723,-58.4337203
Disco,Capital Federal,CABA,Avenida José María Moreno 368,-34.6221152,-58.4343247
Disco,Capital Federal,CABA,Montevideo 1037,-34.606672,-58.389318
Disco,Capital Federal,CABA,Dr. Rómulo Naón 2142,-34.5592451,-58.4793105
Disco,Capital Federal,CABA,Mariscal Antonio José de Sucre 1836,-34.5609631,-58.4497775
Disco,Capital Federal,CABA,P. José Evaristo Uriburu 1230,-34.607078,-58.3978804
Disco,Córdoba,Córdoba,J. L. Cabrera 493,-31.4166867,-64.1834193
Disco,Córdoba,Alta Gracia,Raúl Alfonsín 650,-31.6514371,-64.4277608
Disco,Córdoba,Alta Gracia,Ruta Provincial 5 e/ Reconquista y Pública S/N,-31.6578916,-64.4338563
Disco,Córdoba,Villa Carlos Paz,San Martín 1173,-31.4131738,-64.4848413
Disco,Córdoba,Villa Carlos Paz,Avenida Dr. Ramón José Cárcano 925,-31.4183774,-64.4936985
Disco,Córdoba,Villa Carlos Paz,San Martín 311,-31.4191259,-64.4952073
Disco,Córdoba,Córdoba,Avenida Rafael Núñez 3657,-31.3773113,-64.2264308
Disco,Córdoba,Córdoba,Avenida Rafael Núñez 4630,-31.3627653,-64.2363149
Disco,Córdoba,Córdoba,Avenida Colón 683,-31.4109394,-64.1926244
Disco,Córdoba,Córdoba,Goyechea 2851,-31.3804614,-64.2151426
Disco,Córdoba,Cosquín,Avenida Gral. José de San Martín 1127,-31.2436548,-64.4657395
Disco,Córdoba,Cruz del Eje,Rivadavia 102,-30.7252234,-64.8021456
Disco,Córdoba,Córdoba,J. M. Estada 66,-31.4166867,-64.1834193
Disco,Córdoba,Córdoba,Friuli 1845,-31.4361054,-64.1965748
Disco,Córdoba,Jesús María,Ing. Olmos 33,-30.9764132,-64.0957082
Disco,Córdoba,La Falda,Avenida Edén 370,-31.0928562,-64.4830718
Disco,Córdoba,Córdoba,Ituzaingó 701,-31.4252844,-64.1847879
Disco,Córdoba,Córdoba,Recta Martinolli 7120,-31.3573551,-64.2422028
Disco,Córdoba,Córdoba,Avenida Recta Martinolli 8469,-31.4166867,-64.1834193
Disco,Córdoba,Córdoba,Avenida Ricchieri 3296,-31.4505399,-64.1772119
Disco,Córdoba,Río Ceballos,Avenida San Martín 5259,-31.1495564,-64.3392026
Disco,Córdoba,Córdoba,Avenida Dr. Dalmacio Vélez Sársfield 132,-32.6129726,-63.5843706
Disco,Córdoba,Villa Allende,Goyechea 1327,-31.2936231,-64.2976203
Disco,Santa Fe,Venado Tuerto,San Martín 760,-33.7457238,-61.96598
